ID,Trace of Learning,Learning Time
514.0,"[5, 12, 18, 13, 19, 24, 7, 3, 17, 6, 9, 2, 4, 21, 8, 20, 1, 14, 16]","[96, 74, 53, 43, 39, 6, 23, 21, 97, 82, 65, 45, 77, 43, 13, 10, 78, 59, 87]"
515.0,"[5, 18, 12, 13, 24, 6, 19, 7]","[96, 50, 78, 41, 7, 82, 40, 26]"
516.0,"[5, 12, 18, 7, 13, 19]","[92, 74, 52, 25, 42, 36]"
517.0,"[12, 5, 13, 24, 19, 18, 7, 3, 17, 9, 6, 2, 4, 21, 20, 1, 14, 8, 16]","[78, 94, 41, 8, 37, 50, 27, 19, 98, 61, 83, 46, 76, 46, 11, 82, 57, 15, 86]"
518.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 20]","[95, 50, 24, 78, 45, 8, 84, 39, 19, 98, 64, 45, 77, 43, 12]"
519.0,"[5, 12, 18, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4, 20, 21, 1]","[95, 77, 51, 26, 43, 39, 21, 97, 63, 6, 80, 44, 76, 14, 45, 82]"
520.0,"[5, 18, 12, 7, 13, 19, 24, 3, 17]","[95, 49, 76, 24, 44, 38, 6, 22, 99]"
521.0,"[12, 13, 5, 18, 7, 24, 19, 6, 3, 17, 9, 2, 4, 20, 21, 1, 8]","[74, 42, 93, 51, 24, 7, 38, 82, 19, 97, 63, 43, 78, 12, 43, 78, 14]"
522.0,"[5, 18, 12, 13, 7, 24]","[94, 52, 74, 43, 23, 8]"
523.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 8]","[78, 43, 9, 96, 36, 52, 80, 25, 18, 99, 63, 44, 76, 44, 15]"
524.0,"[5, 12, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2]","[92, 75, 52, 23, 42, 5, 83, 36, 19, 97, 63, 46]"
525.0,"[5, 12, 13, 19, 18, 24, 6, 7, 3]","[96, 76, 42, 38, 52, 9, 81, 25, 22]"
526.0,"[5, 18, 12, 7, 13, 19, 24, 3, 17, 6, 9, 2, 4, 21]","[92, 52, 77, 24, 43, 37, 5, 18, 98, 83, 63, 47, 78, 42]"
527.0,"[5, 18, 7, 12, 13, 19, 24, 3, 17, 9, 6, 2, 4, 20, 21, 1]","[95, 50, 26, 78, 43, 40, 8, 21, 96, 65, 83, 46, 76, 13, 43, 78]"
528.0,"[5, 18, 7, 12, 13, 24, 19, 6, 3, 17, 9, 2, 4, 20, 1, 21, 14, 8, 23]","[93, 53, 25, 77, 45, 7, 37, 81, 21, 99, 64, 47, 74, 13, 82, 45, 57, 13, 65]"
529.0,"[5, 12, 13, 18, 24, 7, 6, 19, 3, 17, 9, 2, 4, 20, 21, 8, 1, 23]","[96, 76, 45, 49, 7, 27, 80, 38, 18, 100, 61, 44, 76, 10, 46, 16, 79, 67]"
530.0,"[12, 5, 18, 13, 24, 7]","[76, 93, 50, 41, 5, 24]"
531.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20]","[76, 41, 7, 96, 38, 52, 81, 27, 19, 98, 63, 45, 78, 44, 13]"
532.0,"[12, 5, 18, 13, 7, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8]","[76, 93, 53, 42, 23, 8, 82, 39, 20, 96, 61, 45, 75, 46, 13]"
533.0,"[5, 12, 18, 13, 7, 24, 19, 3, 6, 17, 9, 2, 4]","[92, 74, 49, 44, 23, 7, 37, 18, 83, 100, 65, 43, 75]"
534.0,"[12, 13, 5, 19, 24, 18, 7, 6, 3, 17, 9, 2, 4, 21, 8, 20]","[74, 43, 95, 39, 5, 49, 24, 82, 18, 96, 62, 43, 76, 43, 12, 11]"
535.0,"[5, 18, 7, 12, 13, 24, 19, 3, 6, 17, 9, 2, 4, 21, 20]","[95, 49, 27, 74, 44, 5, 40, 18, 80, 100, 64, 47, 76, 46, 11]"
536.0,"[12, 5, 18, 13, 24, 7, 19, 6, 3, 17, 9, 2, 4]","[77, 94, 51, 44, 6, 27, 39, 81, 18, 100, 65, 47, 76]"
537.0,"[12, 5, 18, 13, 7, 24, 19, 3, 6, 17, 9, 2, 4, 21, 8, 20, 1, 16, 10, 0]","[74, 95, 52, 43, 24, 7, 40, 20, 80, 100, 61, 47, 74, 45, 14, 13, 79, 87, 21, 49]"
538.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16]","[77, 43, 6, 96, 39, 53, 81, 25, 21, 99, 65, 43, 78, 42, 14, 11, 79, 85]"
539.0,"[12, 5, 18, 7, 13, 19, 3, 17, 24, 9, 6]","[77, 96, 52, 27, 42, 37, 18, 96, 7, 63, 84]"
540.0,"[12, 13, 24, 5, 18, 6, 7, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1, 23, 14, 11]","[76, 43, 5, 93, 51, 82, 25, 37, 22, 97, 65, 45, 76, 46, 14, 14, 78, 68, 59, 32]"
541.0,"[12, 13, 5, 18, 7, 19, 3, 24, 17, 6, 9, 2, 4, 20, 21, 8, 1, 14, 16, 10]","[78, 42, 93, 52, 23, 39, 19, 8, 99, 81, 63, 43, 77, 13, 45, 13, 79, 57, 84, 21]"
542.0,"[12, 5, 18, 13, 7, 19, 24, 3, 6, 17, 9, 2, 4, 21, 8, 20]","[76, 96, 49, 45, 24, 40, 8, 22, 80, 100, 63, 45, 74, 42, 13, 11]"
543.0,"[5, 18, 12, 13, 7]","[95, 51, 77, 45, 27]"
544.0,"[5, 18, 7, 12, 13, 19, 24, 3, 17, 6, 9, 2, 4, 20, 21]","[95, 52, 24, 78, 43, 38, 9, 22, 99, 81, 65, 47, 76, 14, 46]"
545.0,"[12, 5, 18, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4]","[78, 93, 52, 24, 45, 6, 38, 83, 18, 99, 64, 45, 75]"
546.0,"[12, 5, 13, 24, 19, 18, 7, 6, 3, 17, 9, 2, 4, 21]","[78, 96, 44, 7, 37, 49, 26, 83, 20, 99, 65, 45, 77, 44]"
547.0,"[5, 18, 7, 12, 13, 19, 3, 24, 6, 17, 9, 2, 4, 21, 20, 1, 14, 8, 23]","[93, 53, 24, 75, 42, 38, 18, 5, 83, 96, 62, 46, 76, 46, 12, 80, 58, 16, 68]"
548.0,"[12, 13, 5, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 8]","[77, 42, 95, 7, 36, 50, 80, 24, 21, 96, 64, 46, 76, 45, 11, 78, 16]"
549.0,"[5, 18, 12, 7, 13, 19, 24, 3, 17, 9, 6, 2, 4]","[96, 49, 75, 24, 42, 37, 9, 18, 96, 61, 80, 44, 75]"
550.0,"[5, 12, 13, 18, 24, 6, 19, 7, 3, 17, 9, 2, 4]","[92, 77, 44, 49, 9, 83, 40, 24, 21, 98, 64, 43, 77]"
551.0,"[5, 12, 13, 19, 18, 7]","[92, 77, 43, 39, 50, 23]"
552.0,"[5, 12, 18, 13, 24, 7, 19]","[92, 75, 51, 45, 8, 27, 37]"
553.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9, 2]","[75, 43, 5, 92, 37, 52, 23, 81, 21, 98, 63, 46]"
554.0,"[12, 13, 24, 5, 18, 19, 6, 7, 3, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[78, 41, 8, 94, 49, 37, 83, 24, 21, 96, 63, 44, 78, 12, 79, 57, 43, 12, 66]"
555.0,"[12, 13, 24, 5, 18, 7, 19, 6, 3, 17, 9, 2, 4]","[75, 44, 6, 95, 52, 26, 36, 82, 18, 99, 61, 44, 74]"
556.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2]","[74, 42, 6, 93, 38, 50, 83, 27, 18, 100, 64, 43]"
557.0,"[5, 18, 7, 12, 13]","[93, 50, 26, 74, 43]"
558.0,"[5, 12, 13, 19, 18, 7, 24, 6, 3, 17, 9, 2, 4, 20]","[94, 78, 43, 40, 53, 23, 9, 80, 18, 99, 65, 47, 78, 13]"
559.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 21, 1, 14]","[76, 93, 52, 24, 42, 6, 83, 38, 22, 98, 61, 43, 78, 14, 44, 78, 60]"
560.0,"[12, 5, 18, 13, 24, 19, 6, 7, 3, 17, 9, 2, 4, 21]","[74, 94, 51, 44, 6, 37, 81, 23, 18, 98, 62, 45, 78, 43]"
561.0,"[12, 5, 13, 18, 19, 7, 24, 6, 3, 17, 9, 2, 4]","[78, 96, 42, 49, 38, 23, 7, 81, 18, 99, 65, 46, 78]"
562.0,"[5, 12, 13, 18, 24, 19, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 14, 8, 16, 10]","[95, 75, 43, 53, 6, 39, 81, 26, 19, 98, 65, 47, 77, 42, 13, 81, 57, 15, 85, 24]"
563.0,"[5, 12, 18, 13, 24, 6, 19, 7, 3]","[95, 75, 53, 43, 6, 80, 36, 26, 21]"
564.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20]","[95, 52, 25, 78, 45, 6, 84, 39, 22, 96, 61, 43, 77, 43, 15, 12]"
565.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 21, 8, 1, 14, 23]","[77, 92, 49, 27, 41, 5, 80, 40, 19, 98, 63, 43, 75, 11, 42, 12, 82, 59, 68]"
566.0,"[12, 5, 13, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 20, 1, 8]","[75, 95, 44, 5, 37, 49, 83, 27, 19, 97, 64, 44, 75, 42, 10, 79, 13]"
567.0,"[5, 12, 18, 13, 24, 19, 6, 7, 3, 17, 9, 2, 4, 20, 1, 21]","[96, 78, 52, 42, 8, 39, 82, 27, 21, 98, 64, 45, 74, 12, 79, 44]"
568.0,"[5, 18, 7, 12, 13, 19]","[96, 53, 25, 78, 44, 39]"
569.0,"[12, 5, 13, 24, 19, 18, 7, 3, 17]","[75, 96, 44, 7, 36, 49, 27, 19, 100]"
570.0,"[12, 13, 5, 19, 24, 18]","[76, 42, 93, 40, 5, 49]"
571.0,"[5, 12, 13, 24, 19, 18, 6, 7]","[95, 78, 43, 6, 37, 52, 84, 24]"
572.0,"[12, 13, 5, 24, 19, 18, 7, 3, 6, 17, 9, 2, 4, 21, 20]","[77, 42, 92, 6, 38, 49, 23, 20, 81, 99, 61, 46, 74, 46, 11]"
573.0,"[12, 5, 18, 13, 24, 6, 7, 19, 3]","[74, 95, 52, 41, 9, 83, 24, 38, 19]"
574.0,"[5, 12, 18, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4, 20, 21, 1, 8]","[94, 76, 53, 23, 43, 38, 21, 5, 83, 97, 63, 43, 77, 12, 43, 79, 16]"
575.0,"[5, 12, 18, 7, 13, 19]","[95, 78, 51, 27, 42, 39]"
576.0,"[12, 5, 13, 19, 18]","[74, 95, 45, 39, 52]"
577.0,"[5, 18, 12, 7, 13, 19, 24]","[96, 51, 75, 23, 41, 39, 9]"
578.0,"[12, 5, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 20, 21, 8, 1, 16, 10, 14]","[74, 96, 50, 26, 41, 6, 83, 38, 21, 100, 61, 45, 74, 11, 43, 15, 80, 84, 21, 60]"
579.0,"[5, 12, 18, 13, 24, 19, 7, 6, 3, 17, 9, 2, 4, 20, 1, 21]","[95, 74, 51, 41, 6, 40, 23, 84, 20, 97, 62, 44, 78, 14, 81, 44]"
580.0,"[12, 13, 5, 18, 7, 24, 19, 3, 6, 17, 9, 2, 4, 20, 1, 14, 21, 8, 16, 10]","[78, 41, 94, 50, 24, 6, 39, 19, 83, 98, 64, 45, 78, 14, 78, 57, 42, 13, 85, 22]"
581.0,"[12, 5, 13, 24, 18]","[78, 95, 43, 9, 49]"
582.0,"[12, 5, 18, 13, 19, 24, 7, 3, 6, 17, 9, 2, 4, 21, 20]","[77, 95, 53, 43, 39, 6, 25, 20, 82, 98, 65, 46, 78, 42, 14]"
583.0,"[12, 5, 18, 7, 13, 19, 24, 3, 6]","[77, 95, 49, 26, 42, 38, 7, 18, 81]"
584.0,"[12, 13, 24, 5, 19, 18, 7, 3, 6, 17, 9, 2, 4, 20, 1, 21, 14, 8, 23]","[74, 42, 8, 92, 40, 52, 25, 20, 82, 100, 64, 46, 75, 12, 81, 44, 56, 12, 67]"
585.0,"[12, 13, 5, 19, 24, 18, 6, 7, 3, 17]","[78, 45, 93, 36, 8, 49, 80, 26, 20, 99]"
586.0,"[12, 5, 18, 13, 24, 7, 6, 19, 3, 17, 9, 2, 4, 21, 20]","[76, 96, 49, 42, 8, 26, 80, 38, 20, 98, 63, 47, 77, 44, 14]"
587.0,"[5, 18, 7, 12, 13, 24, 19]","[94, 53, 25, 76, 42, 6, 40]"
588.0,"[12, 5, 13, 18, 19, 24]","[76, 93, 43, 52, 38, 8]"
589.0,"[12, 13, 5, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16]","[76, 41, 92, 9, 37, 51, 83, 24, 22, 96, 63, 43, 78, 44, 12, 14, 80, 87]"
590.0,"[12, 13, 5, 18, 19, 24, 6, 7, 3]","[76, 45, 93, 50, 37, 8, 84, 27, 22]"
591.0,"[12, 13, 24, 5, 18, 6, 7, 19, 3, 17, 9, 2, 4, 20, 21, 1]","[75, 43, 9, 96, 49, 80, 27, 38, 20, 100, 62, 43, 74, 13, 46, 82]"
592.0,"[12, 5, 18, 7, 13, 19, 24, 6]","[74, 92, 51, 25, 42, 38, 6, 82]"
593.0,"[5, 12, 18, 7, 13, 19, 24, 3, 17, 9, 6, 2]","[93, 77, 52, 26, 43, 37, 5, 22, 98, 61, 84, 45]"
594.0,"[12, 5, 13, 18, 24, 19, 7, 6, 3, 17, 9, 2, 4, 20, 21, 1, 14, 8]","[75, 95, 44, 52, 8, 39, 25, 82, 20, 100, 64, 47, 74, 14, 43, 82, 58, 12]"
595.0,"[12, 13, 5, 19, 24, 18, 6, 7, 3, 17, 9]","[74, 44, 96, 36, 8, 52, 83, 24, 22, 99, 64]"
596.0,"[12, 13, 24, 5, 18, 6, 7, 19, 3, 17, 9]","[76, 41, 6, 92, 53, 81, 23, 39, 19, 98, 62]"
597.0,"[5, 18, 7, 12, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21, 8]","[96, 53, 24, 76, 45, 7, 38, 81, 20, 98, 62, 47, 75, 43, 13]"
598.0,"[5, 12, 18, 13, 19, 24, 6, 7, 3, 17, 9, 2, 4, 20]","[92, 74, 53, 43, 36, 7, 81, 26, 21, 96, 62, 43, 75, 11]"
599.0,"[12, 5, 13, 24, 18, 6, 19, 7, 3, 17, 9, 2, 4, 20, 1, 21, 8, 14]","[76, 96, 43, 6, 52, 84, 40, 24, 21, 96, 62, 46, 74, 13, 79, 45, 14, 58]"
600.0,"[12, 5, 13, 18, 24, 7, 6, 19, 3]","[77, 94, 43, 49, 9, 27, 83, 39, 21]"
601.0,"[5, 12, 18, 7, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 23, 10]","[96, 78, 50, 24, 41, 5, 84, 36, 21, 97, 65, 43, 78, 43, 12, 11, 81, 88, 65, 21]"
602.0,"[5, 12, 13, 24, 19, 18, 6, 7, 3, 17, 9, 2]","[92, 78, 43, 6, 37, 53, 80, 23, 18, 99, 62, 47]"
603.0,"[5, 18, 7, 12, 13, 19, 3, 24, 17, 6, 9, 2, 4, 21, 8, 20, 1, 16, 10]","[95, 53, 26, 77, 42, 37, 19, 8, 100, 82, 62, 43, 75, 46, 12, 11, 81, 88, 21]"
604.0,"[5, 12, 13, 24, 19, 18, 7, 6, 3, 17, 9, 2, 4, 20]","[92, 75, 43, 8, 36, 52, 24, 81, 22, 100, 62, 45, 75, 12]"
605.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4]","[95, 52, 27, 78, 45, 39, 5, 83, 18, 98, 64, 45, 78]"
606.0,"[5, 12, 13, 19, 18, 24, 7, 6, 3, 17, 9]","[96, 77, 45, 37, 52, 9, 27, 80, 21, 96, 62]"
607.0,"[5, 18, 7, 12, 13, 19]","[93, 52, 27, 78, 44, 36]"
608.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4]","[77, 42, 8, 95, 39, 50, 84, 25, 19, 97, 62, 47, 76]"
609.0,"[12, 13, 5, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21]","[77, 45, 95, 5, 37, 49, 80, 23, 22, 96, 64, 46, 76, 43]"
610.0,"[5, 18, 12, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4, 20]","[96, 49, 75, 23, 45, 39, 20, 97, 65, 7, 84, 44, 76, 10]"
611.0,"[5, 18, 7, 12, 13, 24, 6]","[95, 51, 27, 74, 42, 6, 80]"
612.0,"[12, 5, 13, 19, 24, 18, 7, 3, 6, 17, 9, 2]","[78, 96, 43, 40, 9, 53, 24, 18, 81, 96, 61, 46]"
613.0,"[5, 12, 13, 24, 18]","[96, 77, 43, 8, 49]"
614.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9]","[95, 52, 25, 77, 45, 38, 8, 84, 18, 100, 63]"
615.0,"[12, 5, 18, 7, 13, 24, 6]","[75, 92, 49, 26, 42, 6, 81]"
616.0,"[12, 13, 5, 18, 19, 7, 24, 3, 17, 6, 9, 2, 4, 21, 20, 8, 1]","[76, 43, 93, 49, 40, 24, 7, 21, 100, 83, 63, 44, 78, 44, 13, 15, 80]"
617.0,"[12, 13, 24, 5, 18, 6, 19, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 14, 10]","[76, 44, 8, 95, 52, 82, 38, 27, 21, 97, 63, 44, 74, 45, 12, 11, 82, 85, 58, 22]"
618.0,"[12, 13, 24, 5, 19, 18, 6, 7, 3, 17, 9, 2, 4, 21, 8, 20, 1, 14]","[74, 43, 6, 95, 37, 50, 83, 26, 21, 100, 61, 46, 76, 43, 16, 13, 82, 57]"
619.0,"[12, 5, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 8, 1]","[77, 93, 53, 24, 43, 36, 9, 81, 19, 100, 61, 47, 74, 14, 43, 12, 79]"
620.0,"[5, 18, 12, 13, 7, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 1, 8, 14, 23]","[96, 52, 74, 43, 25, 37, 8, 82, 21, 99, 65, 47, 77, 13, 43, 81, 16, 58, 65]"
621.0,"[5, 18, 12, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4]","[96, 53, 77, 27, 42, 38, 20, 97, 61, 7, 80, 44, 75]"
622.0,"[5, 18, 7, 12, 13, 24, 19, 3, 17, 9, 6, 2, 4]","[92, 53, 23, 75, 41, 7, 37, 22, 100, 61, 82, 45, 76]"
623.0,"[12, 5, 13, 18, 24, 19, 6, 7, 3, 17]","[75, 95, 44, 50, 6, 39, 81, 25, 20, 100]"
624.0,"[12, 5, 13, 24, 18]","[77, 92, 44, 8, 51]"
625.0,"[12, 13, 24, 5, 18, 19, 7, 3, 6, 17, 9, 2, 4, 20, 21, 8, 1, 16, 10]","[77, 44, 9, 96, 53, 38, 24, 22, 80, 100, 62, 44, 77, 11, 43, 15, 82, 87, 22]"
626.0,"[5, 12, 13, 19, 18, 7, 24, 6, 3, 17, 9, 2]","[92, 76, 43, 39, 52, 23, 6, 80, 19, 96, 62, 43]"
627.0,"[12, 13, 5, 19, 18, 24, 7, 6, 3, 17, 9]","[77, 45, 93, 38, 50, 6, 23, 80, 21, 98, 63]"
628.0,"[5, 18, 12, 7, 13, 24, 19, 3, 17, 9, 6, 2, 4, 21, 8, 20, 1]","[94, 52, 78, 26, 41, 6, 39, 22, 98, 61, 81, 45, 74, 44, 16, 14, 80]"
629.0,"[12, 13, 24, 5, 19, 18, 6]","[78, 43, 5, 95, 38, 53, 80]"
630.0,"[12, 13, 5, 18, 7, 19, 24, 6, 3, 17, 9, 2, 4]","[76, 41, 92, 49, 23, 38, 6, 84, 18, 100, 61, 45, 75]"
631.0,"[12, 5, 18, 13, 7, 19, 24, 3, 6, 17, 9]","[76, 96, 49, 41, 27, 40, 9, 18, 82, 97, 63]"
632.0,"[12, 5, 13, 19, 18, 7, 3, 24, 17, 6, 9]","[74, 93, 44, 40, 49, 24, 21, 7, 97, 82, 64]"
633.0,"[5, 12, 18, 13, 19, 7, 24, 3, 6, 17, 9, 2, 4, 21, 8, 20, 1]","[94, 74, 51, 45, 36, 23, 8, 21, 84, 99, 62, 46, 74, 43, 12, 11, 78]"
634.0,"[5, 18, 7, 12, 13, 19, 3, 24, 6, 17, 9, 2, 4, 20, 1, 14, 21, 8, 23]","[93, 52, 25, 78, 41, 36, 20, 8, 80, 96, 61, 43, 78, 11, 79, 59, 42, 12, 67]"
635.0,"[5, 18, 7, 12, 13, 19, 3, 17, 24, 9, 6, 2, 4]","[95, 49, 24, 75, 41, 40, 22, 99, 6, 65, 80, 47, 77]"
636.0,"[12, 5, 18, 7, 13, 19, 3, 24, 17, 6, 9, 2, 4, 20, 21, 1]","[76, 93, 51, 24, 41, 36, 21, 6, 98, 82, 63, 46, 76, 14, 45, 81]"
637.0,"[5, 12, 18, 7, 13, 24, 19, 6, 3, 17, 9, 2, 4, 21]","[95, 78, 49, 26, 45, 8, 40, 81, 22, 97, 65, 45, 76, 42]"
638.0,"[12, 5, 13, 24, 19, 18, 7, 6, 3, 17, 9, 2]","[78, 96, 43, 8, 37, 49, 23, 81, 20, 99, 61, 45]"
639.0,"[12, 5, 18, 13, 19, 24, 6, 7, 3, 17, 9]","[77, 96, 52, 45, 40, 5, 83, 27, 21, 99, 65]"
640.0,"[12, 13, 5, 18, 24, 6, 7, 19]","[76, 41, 92, 51, 7, 84, 23, 37]"
641.0,"[12, 13, 5, 19, 24]","[74, 44, 92, 38, 9]"
642.0,"[5, 12, 18, 7, 13, 19, 24]","[93, 77, 52, 27, 41, 38, 7]"
643.0,"[5, 12, 18, 7, 13, 19, 3, 24, 6, 17, 9, 2, 4]","[94, 77, 49, 23, 44, 40, 19, 5, 84, 99, 63, 46, 74]"
644.0,"[5, 18, 7, 12, 13, 19, 3, 17]","[94, 49, 23, 78, 43, 37, 18, 98]"
645.0,"[5, 12, 18, 7, 13, 19, 3, 17, 9, 24, 6, 2, 4, 20, 21, 1, 8, 23]","[94, 78, 53, 24, 45, 38, 22, 100, 63, 5, 82, 44, 75, 12, 45, 79, 14, 66]"
646.0,"[12, 5, 13, 18, 24, 19, 7, 3, 17]","[75, 95, 45, 52, 8, 38, 25, 22, 99]"
647.0,"[12, 13, 24, 5, 19, 18, 7]","[76, 41, 7, 94, 37, 52, 27]"
648.0,"[5, 12, 18, 7, 13, 19, 24, 6, 3, 17, 9, 2]","[92, 77, 52, 24, 42, 37, 7, 82, 18, 96, 65, 46]"
649.0,"[5, 18, 12, 13, 19]","[94, 53, 78, 45, 36]"
650.0,"[12, 13, 5, 19, 24, 18, 6, 7, 3, 17, 9]","[75, 45, 92, 40, 9, 52, 84, 24, 22, 99, 63]"
651.0,"[12, 13, 5, 18, 19, 24, 7, 6, 3, 17]","[77, 45, 92, 51, 39, 7, 24, 80, 18, 96]"
652.0,"[12, 13, 24, 5, 18, 6]","[78, 42, 5, 92, 49, 83]"
653.0,"[5, 18, 12, 7, 13, 19, 3, 24, 17, 6, 9, 2, 4]","[96, 51, 77, 27, 44, 38, 20, 7, 100, 82, 63, 44, 78]"
654.0,"[12, 13, 5, 19, 24, 18, 7, 6, 3, 17, 9, 2]","[75, 44, 94, 36, 9, 52, 23, 84, 21, 99, 63, 45]"
655.0,"[5, 18, 7, 12, 13]","[94, 51, 23, 76, 45]"
656.0,"[12, 13, 24, 5, 19, 18, 7, 6, 3, 17, 9, 2, 4, 21, 8, 20, 1, 14, 23]","[75, 41, 8, 95, 40, 52, 26, 81, 18, 97, 65, 46, 78, 44, 16, 13, 79, 59, 69]"
657.0,"[12, 13, 5, 24, 18, 7, 19, 3, 17, 9, 6, 2, 4, 21, 20]","[75, 42, 93, 7, 53, 27, 39, 22, 100, 62, 80, 43, 77, 45, 14]"
658.0,"[12, 5, 13, 19, 24, 18, 7, 3, 17, 6, 9, 2, 4, 21, 8, 20, 1, 14, 23, 11]","[78, 95, 44, 36, 5, 51, 25, 18, 99, 84, 63, 46, 75, 46, 14, 10, 80, 58, 69, 30]"
659.0,"[12, 5, 18, 7, 13]","[75, 93, 52, 27, 43]"
660.0,"[5, 18, 12, 7, 13, 24, 19, 3, 6, 17, 9, 2, 4, 21, 8, 20, 1, 23, 14, 11]","[96, 51, 78, 27, 42, 5, 39, 20, 82, 99, 61, 43, 78, 46, 16, 14, 79, 68, 58, 31]"
661.0,"[12, 13, 5, 24, 18, 7, 6, 19, 3, 17, 9, 2, 4, 21, 8, 20, 1, 16, 14, 10]","[75, 44, 94, 6, 52, 24, 80, 40, 19, 97, 63, 43, 75, 46, 16, 10, 82, 87, 60, 20]"
662.0,"[5, 12, 18, 13, 7, 19, 24, 3, 6, 17, 9, 2, 4, 20, 1]","[95, 76, 53, 42, 25, 38, 7, 19, 82, 96, 65, 44, 77, 14, 78]"
663.0,"[5, 12, 13, 18, 19, 7, 3, 17, 9, 24, 6, 2, 4, 21, 8, 20]","[95, 77, 42, 52, 37, 23, 22, 98, 63, 6, 81, 44, 77, 42, 16, 12]"
664.0,"[12, 13, 5, 19, 18, 7, 3, 24]","[78, 45, 96, 36, 49, 27, 19, 7]"
665.0,"[5, 18, 12, 13, 19, 7]","[96, 50, 78, 42, 38, 24]"
666.0,"[12, 13, 24, 5, 18, 19, 7, 6, 3]","[78, 42, 8, 93, 52, 39, 27, 83, 21]"
667.0,"[5, 18, 7, 12, 13, 24]","[94, 53, 26, 75, 45, 7]"
668.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3]","[94, 50, 27, 74, 44, 6, 80, 40, 18]"
669.0,"[12, 13, 5, 24, 19, 18, 6, 7, 3, 17, 9, 2, 4, 20, 1, 21]","[74, 43, 92, 6, 40, 50, 81, 24, 20, 98, 65, 44, 74, 12, 79, 45]"
670.0,"[12, 13, 5, 19, 24, 18, 7, 6, 3, 17, 9, 2, 4, 21, 20, 8, 1, 23, 16]","[75, 45, 94, 38, 8, 52, 26, 84, 21, 98, 62, 44, 77, 42, 13, 14, 79, 69, 86]"
671.0,"[5, 12, 18, 13, 19, 7, 24, 6, 3]","[94, 75, 53, 42, 38, 26, 9, 82, 21]"
672.0,"[12, 13, 5, 24, 18, 7, 6, 19, 3, 17]","[76, 45, 94, 7, 49, 25, 83, 40, 19, 98]"
673.0,"[5, 18, 12, 7, 13, 19, 3, 24, 17, 6, 9, 2, 4, 20, 1, 14, 21]","[96, 52, 77, 25, 44, 37, 18, 9, 100, 80, 61, 47, 74, 11, 78, 57, 44]"
674.0,"[5, 18, 7, 12, 13, 24, 6, 19, 3, 17, 9, 2, 4, 21, 20, 1, 8, 14, 16, 10]","[94, 49, 26, 78, 41, 6, 81, 40, 20, 97, 64, 45, 76, 45, 13, 80, 15, 57, 87, 22]"
675.0,"[12, 13, 5, 24, 18, 6, 7]","[76, 41, 93, 7, 49, 80, 23]"
676.0,"[5, 18, 7, 12, 13, 19, 24, 6, 3, 17, 9, 2, 4, 20, 21, 8, 1, 23, 14, 16]","[96, 52, 23, 75, 41, 39, 9, 81, 20, 98, 65, 44, 74, 14, 43, 14, 80, 69, 59, 87]"
677.0,"[5, 18, 12, 7, 13, 24, 19, 3, 6, 17, 9]","[92, 49, 76, 25, 43, 9, 36, 20, 82, 99, 65]"
