Student_ID,Action_Types,Cur_Proficiency
4129,1,{}
4129,2,{}
4129,1,{}
4129,7,{}
4129,AT12,{4: 2}
4129,Final Exam,"[2, 2, 1, 2, 2]"
4130,Prior Assessment Test,"[0, 0, 0, 1, 1]"
4130,AT12,{4: 1}
4130,2,{}
4130,AT15,{0: 2}
4130,8,{}
4130,AT18,"{1: 2, 4: 2}"
4130,AT20,"{2: 2, 3: 2}"
4130,Final Exam,"[2, 2, 2, 2, 2]"
4131,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4131,6,{}
4131,5,{}
4131,AT12,{4: 2}
4131,2,{}
4131,AT20,"{2: 2, 3: 1}"
4131,5,{}
4131,6,{}
4131,AT13,"{1: 1, 3: 1}"
4131,Final Exam,"[2, 1, 2, 1, 2]"
4132,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4132,AT14,{3: 2}
4132,2,{}
4132,3,{}
4132,2,{}
4132,6,{}
4132,AT18,"{1: 2, 4: 1}"
4132,AT20,"{2: 2, 3: 2}"
4132,AT17,{0: 0}
4132,Final Exam,"[0, 2, 2, 2, 1]"
4133,Prior Assessment Test,"[0, 0, 0, 2, 0]"
4133,AT13,"{1: 1, 3: 2}"
4133,AT12,{4: 0}
4133,1,{}
4133,2,{}
4133,AT18,"{1: 2, 4: 0}"
4133,8,{}
4133,AT18,"{1: 2, 4: 0}"
4133,AT20,"{2: 2, 3: 2}"
4133,Final Exam,"[1, 2, 2, 2, 0]"
4134,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4134,AT18,"{1: 1, 4: 2}"
4134,AT20,"{2: 0, 3: 0}"
4134,AT20,"{2: 0, 3: 0}"
4134,2,{}
4134,8,{}
4134,5,{}
4134,5,{}
4134,AT13,"{1: 1, 3: 1}"
4134,Final Exam,"[2, 1, 0, 1, 2]"
4135,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4135,AT13,"{1: 0, 3: 1}"
4135,3,{}
4135,5,{}
4135,10,{}
4135,2,{}
4135,8,{}
4135,5,{}
4135,AT19,{3: 2}
4135,Final Exam,"[1, 2, 1, 2, 0]"
4136,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4136,AT20,"{2: 0, 3: 1}"
4136,10,{}
4136,2,{}
4136,AT18,"{1: 1, 4: 0}"
4136,AT13,"{1: 1, 3: 2}"
4136,2,{}
4136,AT15,{0: 1}
4136,AT12,{4: 1}
4136,Final Exam,"[1, 1, 1, 2, 1]"
4137,Prior Assessment Test,"[0, 1, 1, 0, 0]"
4137,5,{}
4137,AT18,"{1: 1, 4: 0}"
4137,AT12,{4: 2}
4137,5,{}
4137,5,{}
4137,AT20,"{2: 2, 3: 1}"
4137,AT15,{0: 2}
4137,AT13,"{1: 1, 3: 1}"
4137,Final Exam,"[2, 1, 2, 1, 2]"
4138,Prior Assessment Test,"[1, 0, 0, 0, 0]"
4138,3,{}
4138,AT18,"{1: 2, 4: 1}"
4138,AT12,{4: 1}
4138,2,{}
4138,7,{}
4138,2,{}
4138,AT12,{4: 2}
4138,AT20,"{2: 1, 3: 0}"
4138,Final Exam,"[1, 2, 1, 0, 2]"
4139,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4139,3,{}
4139,AT14,{3: 2}
4139,2,{}
4139,2,{}
4139,7,{}
4139,5,{}
4139,AT17,{0: 2}
4139,AT13,"{1: 2, 3: 2}"
4139,Final Exam,"[2, 2, 2, 2, 2]"
4140,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4140,AT11,{3: 2}
4140,2,{}
4140,AT18,"{1: 1, 4: 0}"
4140,8,{}
4140,2,{}
4140,AT18,"{1: 1, 4: 1}"
4140,9,{}
4140,AT13,"{1: 1, 3: 2}"
4140,Final Exam,"[0, 1, 2, 2, 1]"
4141,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4141,7,{}
4141,5,{}
4141,AT20,"{2: 1, 3: 2}"
4141,6,{}
4141,9,{}
4141,AT18,"{1: 2, 4: 2}"
4141,2,{}
4141,AT20,"{2: 2, 3: 2}"
4141,Final Exam,"[2, 2, 2, 2, 2]"
4142,Prior Assessment Test,"[1, 0, 0, 0, 1]"
4142,3,{}
4142,AT20,"{2: 0, 3: 0}"
4142,AT18,"{1: 1, 4: 2}"
4142,AT20,"{2: 1, 3: 1}"
4142,5,{}
4142,AT20,"{2: 1, 3: 2}"
4142,AT17,{0: 2}
4142,AT16,{1: 1}
4142,Final Exam,"[2, 1, 1, 2, 2]"
4143,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4143,3,{}
4143,3,{}
4143,2,{}
4143,3,{}
4143,AT18,"{1: 2, 4: 2}"
4143,5,{}
4143,5,{}
4143,AT15,{0: 2}
4143,Final Exam,"[2, 2, 1, 2, 2]"
4144,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4144,2,{}
4144,1,{}
4144,AT18,"{1: 2, 4: 2}"
4144,1,{}
4144,AT17,{0: 2}
4144,AT20,"{2: 2, 3: 2}"
4144,Final Exam,"[2, 2, 2, 2, 2]"
4145,Prior Assessment Test,"[1, 0, 0, 0, 0]"
4145,6,{}
4145,3,{}
4145,5,{}
4145,AT18,"{1: 1, 4: 1}"
4145,3,{}
4145,2,{}
4145,AT13,"{1: 2, 3: 1}"
4145,AT15,{0: 2}
4145,Final Exam,"[2, 2, 1, 1, 2]"
4146,Prior Assessment Test,"[0, 0, 0, 0, 1]"
4146,10,{}
4146,3,{}
4146,6,{}
4146,5,{}
4146,9,{}
4146,AT13,"{1: 2, 3: 2}"
4146,AT17,{0: 2}
4146,AT12,{4: 2}
4146,Final Exam,"[2, 2, 0, 2, 2]"
4147,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4147,9,{}
4147,6,{}
4147,6,{}
4147,AT17,{0: 1}
4147,7,{}
4147,5,{}
4147,1,{}
4147,AT18,"{1: 2, 4: 0}"
4147,Final Exam,"[2, 2, 0, 2, 0]"
4148,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4148,6,{}
4148,2,{}
4148,6,{}
4148,3,{}
4148,2,{}
4148,AT19,{3: 0}
4148,2,{}
4148,10,{}
4148,Final Exam,"[2, 2, 2, 0, 1]"
4149,Prior Assessment Test,"[1, 0, 0, 0, 0]"
4149,2,{}
4149,9,{}
4149,5,{}
4149,2,{}
4149,10,{}
4149,AT13,"{1: 2, 3: 2}"
4149,AT17,{0: 2}
4149,9,{}
4149,Final Exam,"[2, 2, 2, 2, 0]"
4150,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4150,AT17,{0: 1}
4150,AT12,{4: 1}
4150,AT11,{3: 0}
4150,AT18,"{1: 2, 4: 2}"
4150,5,{}
4150,5,{}
4150,5,{}
4150,AT20,"{2: 2, 3: 2}"
4150,Final Exam,"[2, 2, 2, 2, 2]"
4151,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4151,AT13,"{1: 1, 3: 1}"
4151,AT11,{3: 2}
4151,AT18,"{1: 1, 4: 0}"
4151,2,{}
4151,AT18,"{1: 1, 4: 0}"
4151,AT17,{0: 1}
4151,AT18,"{1: 2, 4: 1}"
4151,AT12,{4: 1}
4151,Final Exam,"[1, 2, 0, 2, 1]"
4152,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4152,AT18,"{1: 0, 4: 0}"
4152,10,{}
4152,AT20,"{2: 1, 3: 2}"
4152,AT18,"{1: 1, 4: 0}"
4152,6,{}
4152,2,{}
4152,10,{}
4152,AT17,{0: 1}
4152,Final Exam,"[1, 2, 2, 2, 0]"
4153,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4153,AT13,"{1: 0, 3: 1}"
4153,2,{}
4153,6,{}
4153,8,{}
4153,5,{}
4153,AT20,"{2: 2, 3: 2}"
4153,AT12,{4: 1}
4153,AT18,"{1: 2, 4: 1}"
4153,Final Exam,"[2, 2, 2, 2, 1]"
4154,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4154,2,{}
4154,2,{}
4154,3,{}
4154,5,{}
4154,9,{}
4154,10,{}
4154,AT15,{0: 2}
4154,AT12,{4: 0}
4154,Final Exam,"[2, 2, 2, 1, 0]"
4155,Prior Assessment Test,"[1, 0, 0, 1, 0]"
4155,7,{}
4155,AT20,"{2: 0, 3: 2}"
4155,AT18,"{1: 0, 4: 1}"
4155,AT15,{0: 1}
4155,2,{}
4155,AT18,"{1: 0, 4: 2}"
4155,AT20,"{2: 0, 3: 2}"
4155,AT20,"{2: 1, 3: 2}"
4155,Final Exam,"[1, 0, 1, 2, 2]"
4156,Prior Assessment Test,"[0, 0, 1, 1, 1]"
4156,8,{}
4156,AT18,"{1: 0, 4: 2}"
4156,6,{}
4156,5,{}
4156,AT13,"{1: 2, 3: 2}"
4156,AT20,"{2: 2, 3: 2}"
4156,AT17,{0: 2}
4156,Final Exam,"[2, 2, 2, 2, 2]"
4157,Prior Assessment Test,"[0, 1, 0, 0, 1]"
4157,3,{}
4157,5,{}
4157,8,{}
4157,9,{}
4157,AT12,{4: 2}
4157,10,{}
4157,8,{}
4157,AT17,{0: 2}
4157,Final Exam,"[2, 2, 2, 2, 2]"
4158,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4158,AT19,{3: 0}
4158,2,{}
4158,5,{}
4158,7,{}
4158,10,{}
4158,3,{}
4158,AT13,"{1: 2, 3: 2}"
4158,AT12,{4: 1}
4158,Final Exam,"[0, 2, 1, 2, 1]"
4159,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4159,10,{}
4159,AT18,"{1: 2, 4: 2}"
4159,8,{}
4159,5,{}
4159,AT20,"{2: 2, 3: 2}"
4159,AT17,{0: 0}
4159,1,{}
4159,AT15,{0: 2}
4159,Final Exam,"[2, 2, 2, 2, 2]"
4160,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4160,5,{}
4160,10,{}
4160,AT15,{0: 2}
4160,2,{}
4160,AT13,"{1: 2, 3: 2}"
4160,7,{}
4160,AT12,{4: 2}
4160,AT20,"{2: 1, 3: 2}"
4160,Final Exam,"[2, 2, 1, 2, 2]"
4161,Prior Assessment Test,"[0, 1, 1, 0, 1]"
4161,7,{}
4161,AT18,"{1: 2, 4: 2}"
4161,5,{}
4161,6,{}
4161,AT20,"{2: 1, 3: 1}"
4161,AT15,{0: 2}
4161,AT20,"{2: 1, 3: 1}"
4161,AT20,"{2: 1, 3: 1}"
4161,Final Exam,"[2, 2, 1, 1, 2]"
4162,Prior Assessment Test,"[0, 0, 1, 2, 0]"
4162,AT11,{3: 2}
4162,AT15,{0: 1}
4162,AT15,{0: 2}
4162,2,{}
4162,AT18,"{1: 0, 4: 0}"
4162,AT20,"{2: 2, 3: 2}"
4162,AT18,"{1: 0, 4: 0}"
4162,AT18,"{1: 2, 4: 2}"
4162,Final Exam,"[2, 2, 2, 2, 2]"
4163,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4163,2,{}
4163,3,{}
4163,10,{}
4163,7,{}
4163,9,{}
4163,2,{}
4163,AT15,{0: 2}
4163,AT18,"{1: 2, 4: 2}"
4163,Final Exam,"[2, 2, 2, 0, 2]"
4164,Prior Assessment Test,"[0, 0, 1, 1, 1]"
4164,2,{}
4164,AT20,"{2: 2, 3: 2}"
4164,AT18,"{1: 1, 4: 2}"
4164,6,{}
4164,6,{}
4164,AT17,{0: 2}
4164,AT16,{1: 2}
4164,Final Exam,"[2, 2, 2, 2, 2]"
4165,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4165,7,{}
4165,AT20,"{2: 2, 3: 2}"
4165,AT17,{0: 1}
4165,10,{}
4165,6,{}
4165,AT18,"{1: 2, 4: 2}"
4165,AT15,{0: 2}
4165,Final Exam,"[2, 2, 2, 2, 2]"
4166,Prior Assessment Test,"[0, 1, 0, 0, 1]"
4166,5,{}
4166,2,{}
4166,3,{}
4166,3,{}
4166,8,{}
4166,5,{}
4166,AT14,{3: 2}
4166,AT12,{4: 2}
4166,Final Exam,"[1, 2, 1, 2, 2]"
4167,Prior Assessment Test,"[0, 1, 1, 0, 0]"
4167,AT13,"{1: 2, 3: 0}"
4167,1,{}
4167,7,{}
4167,AT20,"{2: 2, 3: 2}"
4167,AT12,{4: 2}
4167,AT15,{0: 2}
4167,Final Exam,"[2, 2, 2, 2, 2]"
4168,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4168,AT12,{4: 2}
4168,5,{}
4168,6,{}
4168,8,{}
4168,5,{}
4168,8,{}
4168,AT20,"{2: 2, 3: 2}"
4168,AT18,"{1: 2, 4: 2}"
4168,Final Exam,"[2, 2, 2, 2, 2]"
4169,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4169,9,{}
4169,AT20,"{2: 0, 3: 1}"
4169,7,{}
4169,AT12,{4: 2}
4169,AT13,"{1: 1, 3: 2}"
4169,2,{}
4169,10,{}
4169,AT20,"{2: 0, 3: 2}"
4169,Final Exam,"[2, 2, 0, 2, 2]"
4170,Prior Assessment Test,"[0, 0, 0, 0, 1]"
4170,AT11,{3: 0}
4170,AT18,"{1: 1, 4: 1}"
4170,AT12,{4: 2}
4170,AT17,{0: 0}
4170,8,{}
4170,AT20,"{2: 2, 3: 2}"
4170,6,{}
4170,AT16,{1: 2}
4170,Final Exam,"[2, 2, 2, 2, 2]"
4171,Prior Assessment Test,"[0, 0, 1, 0, 1]"
4171,AT11,{3: 1}
4171,AT15,{0: 0}
4171,1,{}
4171,2,{}
4171,AT12,{4: 1}
4171,AT12,{4: 2}
4171,AT15,{0: 1}
4171,AT16,{1: 2}
4171,Final Exam,"[1, 2, 2, 1, 2]"
4172,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4172,5,{}
4172,2,{}
4172,5,{}
4172,AT18,"{1: 2, 4: 1}"
4172,7,{}
4172,AT12,{4: 1}
4172,AT13,"{1: 2, 3: 2}"
4172,AT17,{0: 2}
4172,Final Exam,"[2, 2, 1, 2, 1]"
4173,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4173,6,{}
4173,AT20,"{2: 1, 3: 2}"
4173,7,{}
4173,6,{}
4173,8,{}
4173,AT18,"{1: 1, 4: 2}"
4173,AT20,"{2: 2, 3: 2}"
4173,AT16,{1: 2}
4173,Final Exam,"[1, 2, 2, 2, 2]"
4174,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4174,AT20,"{2: 2, 3: 0}"
4174,6,{}
4174,7,{}
4174,3,{}
4174,7,{}
4174,8,{}
4174,AT18,"{1: 2, 4: 2}"
4174,AT11,{3: 1}
4174,Final Exam,"[0, 2, 2, 1, 2]"
4175,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4175,AT20,"{2: 0, 3: 2}"
4175,6,{}
4175,AT17,{0: 2}
4175,7,{}
4175,9,{}
4175,9,{}
4175,2,{}
4175,AT13,"{1: 2, 3: 2}"
4175,Final Exam,"[2, 2, 2, 2, 2]"
4176,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4176,AT18,"{1: 1, 4: 1}"
4176,AT18,"{1: 2, 4: 1}"
4176,8,{}
4176,AT12,{4: 2}
4176,8,{}
4176,9,{}
4176,AT20,"{2: 2, 3: 2}"
4176,AT17,{0: 1}
4176,Final Exam,"[1, 2, 2, 2, 2]"
4177,Prior Assessment Test,"[0, 0, 0, 0, 1]"
4177,10,{}
4177,2,{}
4177,8,{}
4177,7,{}
4177,1,{}
4177,AT20,"{2: 2, 3: 2}"
4177,AT12,{4: 2}
4177,AT15,{0: 2}
4177,Final Exam,"[2, 2, 2, 2, 2]"
4178,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4178,AT20,"{2: 0, 3: 1}"
4178,AT20,"{2: 0, 3: 1}"
4178,AT13,"{1: 1, 3: 2}"
4178,10,{}
4178,10,{}
4178,AT20,"{2: 0, 3: 2}"
4178,AT15,{0: 1}
4178,AT18,"{1: 2, 4: 0}"
4178,Final Exam,"[1, 2, 0, 2, 0]"
4179,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4179,AT15,{0: 0}
4179,5,{}
4179,AT12,{4: 0}
4179,AT15,{0: 0}
4179,AT18,"{1: 0, 4: 1}"
4179,10,{}
4179,2,{}
4179,AT12,{4: 2}
4179,Final Exam,"[0, 1, 2, 0, 2]"
4180,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4180,AT19,{3: 2}
4180,AT12,{4: 2}
4180,6,{}
4180,10,{}
4180,2,{}
4180,2,{}
4180,10,{}
4180,AT18,"{1: 2, 4: 2}"
4180,Final Exam,"[2, 2, 2, 2, 2]"
4181,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4181,2,{}
4181,AT14,{3: 1}
4181,AT18,"{1: 1, 4: 1}"
4181,3,{}
4181,8,{}
4181,AT12,{4: 1}
4181,AT18,"{1: 2, 4: 1}"
4181,5,{}
4181,Final Exam,"[1, 2, 0, 2, 1]"
4182,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4182,10,{}
4182,2,{}
4182,AT13,"{1: 2, 3: 2}"
4182,1,{}
4182,1,{}
4182,AT12,{4: 1}
4182,3,{}
4182,AT20,"{2: 2, 3: 2}"
4182,Final Exam,"[2, 2, 2, 2, 2]"
4183,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4183,AT12,{4: 2}
4183,2,{}
4183,9,{}
4183,AT13,"{1: 2, 3: 2}"
4183,9,{}
4183,AT20,"{2: 2, 3: 2}"
4183,AT15,{0: 0}
4183,AT15,{0: 1}
4183,Final Exam,"[1, 2, 2, 2, 2]"
4184,Prior Assessment Test,"[0, 0, 2, 0, 0]"
4184,AT13,"{1: 0, 3: 0}"
4184,3,{}
4184,AT13,"{1: 2, 3: 1}"
4184,10,{}
4184,8,{}
4184,6,{}
4184,AT15,{0: 2}
4184,AT11,{3: 2}
4184,Final Exam,"[2, 2, 2, 2, 1]"
4185,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4185,AT12,{4: 1}
4185,1,{}
4185,1,{}
4185,2,{}
4185,AT20,"{2: 1, 3: 0}"
4185,8,{}
4185,AT18,"{1: 2, 4: 2}"
4185,AT20,"{2: 1, 3: 2}"
4185,Final Exam,"[1, 2, 1, 2, 2]"
4186,Prior Assessment Test,"[0, 0, 0, 2, 0]"
4186,8,{}
4186,2,{}
4186,9,{}
4186,3,{}
4186,AT13,"{1: 2, 3: 2}"
4186,AT20,"{2: 2, 3: 2}"
4186,AT15,{0: 2}
4186,AT12,{4: 2}
4186,Final Exam,"[2, 2, 2, 2, 2]"
4187,Prior Assessment Test,"[0, 2, 1, 0, 0]"
4187,AT14,{3: 2}
4187,9,{}
4187,9,{}
4187,AT20,"{2: 2, 3: 2}"
4187,AT15,{0: 0}
4187,AT15,{0: 0}
4187,AT17,{0: 1}
4187,AT18,"{1: 2, 4: 1}"
4187,Final Exam,"[1, 2, 2, 2, 1]"
4188,Prior Assessment Test,"[0, 1, 0, 0, 1]"
4188,AT13,"{1: 1, 3: 0}"
4188,3,{}
4188,2,{}
4188,6,{}
4188,AT14,{3: 0}
4188,AT15,{0: 2}
4188,AT18,"{1: 2, 4: 2}"
4188,AT20,"{2: 2, 3: 1}"
4188,Final Exam,"[2, 2, 2, 1, 2]"
4189,Prior Assessment Test,"[1, 0, 0, 0, 0]"
4189,2,{}
4189,2,{}
4189,7,{}
4189,8,{}
4189,10,{}
4189,AT17,{0: 2}
4189,AT19,{3: 2}
4189,AT18,"{1: 2, 4: 2}"
4189,Final Exam,"[2, 2, 2, 2, 2]"
4190,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4190,AT15,{0: 2}
4190,AT13,"{1: 1, 3: 0}"
4190,AT13,"{1: 1, 3: 1}"
4190,2,{}
4190,AT20,"{2: 2, 3: 1}"
4190,3,{}
4190,AT13,"{1: 2, 3: 2}"
4190,AT12,{4: 1}
4190,Final Exam,"[2, 2, 2, 2, 1]"
4191,Prior Assessment Test,"[0, 0, 1, 1, 1]"
4191,AT20,"{2: 2, 3: 2}"
4191,1,{}
4191,1,{}
4191,AT18,"{1: 0, 4: 1}"
4191,10,{}
4191,AT16,{1: 2}
4191,AT17,{0: 1}
4191,AT12,{4: 1}
4191,Final Exam,"[1, 2, 2, 2, 1]"
4192,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4192,5,{}
4192,AT20,"{2: 2, 3: 2}"
4192,10,{}
4192,10,{}
4192,AT17,{0: 2}
4192,3,{}
4192,3,{}
4192,AT18,"{1: 2, 4: 2}"
4192,Final Exam,"[2, 2, 2, 2, 2]"
4193,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4193,AT13,"{1: 1, 3: 1}"
4193,2,{}
4193,AT17,{0: 2}
4193,2,{}
4193,3,{}
4193,AT13,"{1: 2, 3: 2}"
4193,7,{}
4193,7,{}
4193,Final Exam,"[2, 2, 2, 2, 1]"
4194,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4194,3,{}
4194,5,{}
4194,3,{}
4194,AT20,"{2: 0, 3: 2}"
4194,AT18,"{1: 2, 4: 1}"
4194,AT17,{0: 2}
4194,7,{}
4194,9,{}
4194,Final Exam,"[2, 2, 1, 2, 2]"
4195,Prior Assessment Test,"[1, 0, 0, 0, 1]"
4195,5,{}
4195,6,{}
4195,AT20,"{2: 1, 3: 1}"
4195,8,{}
4195,10,{}
4195,7,{}
4195,6,{}
4195,AT17,{0: 2}
4195,Final Exam,"[2, 2, 2, 1, 2]"
4196,Prior Assessment Test,"[0, 1, 1, 0, 0]"
4196,AT17,{0: 1}
4196,10,{}
4196,AT17,{0: 2}
4196,AT13,"{1: 1, 3: 0}"
4196,8,{}
4196,3,{}
4196,AT13,"{1: 1, 3: 2}"
4196,AT12,{4: 2}
4196,Final Exam,"[2, 1, 2, 2, 2]"
4197,Prior Assessment Test,"[1, 0, 0, 0, 1]"
4197,AT13,"{1: 0, 3: 0}"
4197,2,{}
4197,5,{}
4197,AT17,{0: 2}
4197,AT13,"{1: 2, 3: 2}"
4197,AT20,"{2: 1, 3: 2}"
4197,AT12,{4: 2}
4197,AT20,"{2: 2, 3: 2}"
4197,Final Exam,"[2, 2, 2, 2, 2]"
4198,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4198,AT13,"{1: 1, 3: 1}"
4198,3,{}
4198,5,{}
4198,3,{}
4198,AT20,"{2: 2, 3: 2}"
4198,AT18,"{1: 2, 4: 2}"
4198,AT15,{0: 1}
4198,AT17,{0: 2}
4198,Final Exam,"[2, 2, 2, 2, 2]"
4199,Prior Assessment Test,"[0, 0, 0, 1, 1]"
4199,8,{}
4199,AT19,{3: 2}
4199,9,{}
4199,2,{}
4199,10,{}
4199,AT20,"{2: 1, 3: 2}"
4199,AT18,"{1: 1, 4: 1}"
4199,AT13,"{1: 2, 3: 2}"
4199,Final Exam,"[0, 2, 1, 2, 1]"
4200,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4200,AT13,"{1: 0, 3: 0}"
4200,5,{}
4200,5,{}
4200,8,{}
4200,AT18,"{1: 1, 4: 2}"
4200,AT20,"{2: 1, 3: 2}"
4200,AT15,{0: 1}
4200,10,{}
4200,Final Exam,"[2, 2, 1, 2, 2]"
4201,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4201,AT11,{3: 1}
4201,2,{}
4201,10,{}
4201,5,{}
4201,6,{}
4201,AT13,"{1: 2, 3: 2}"
4201,3,{}
4201,AT20,"{2: 2, 3: 2}"
4201,Final Exam,"[2, 2, 2, 2, 2]"
4202,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4202,AT13,"{1: 1, 3: 1}"
4202,AT13,"{1: 2, 3: 2}"
4202,3,{}
4202,AT20,"{2: 1, 3: 2}"
4202,AT20,"{2: 1, 3: 2}"
4202,6,{}
4202,AT17,{0: 2}
4202,AT12,{4: 2}
4202,Final Exam,"[2, 2, 1, 2, 2]"
4203,Prior Assessment Test,"[0, 1, 1, 0, 0]"
4203,7,{}
4203,AT18,"{1: 2, 4: 2}"
4203,5,{}
4203,5,{}
4203,6,{}
4203,AT17,{0: 2}
4203,AT20,"{2: 1, 3: 2}"
4203,AT20,"{2: 2, 3: 2}"
4203,Final Exam,"[2, 2, 2, 2, 2]"
4204,Prior Assessment Test,"[0, 0, 1, 0, 0]"
4204,9,{}
4204,AT20,"{2: 2, 3: 2}"
4204,AT15,{0: 2}
4204,AT18,"{1: 1, 4: 1}"
4204,3,{}
4204,3,{}
4204,AT18,"{1: 2, 4: 2}"
4204,Final Exam,"[2, 2, 2, 2, 2]"
4205,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4205,7,{}
4205,3,{}
4205,AT18,"{1: 2, 4: 2}"
4205,5,{}
4205,8,{}
4205,8,{}
4205,5,{}
4205,AT15,{0: 1}
4205,Final Exam,"[1, 2, 2, 2, 2]"
4206,Prior Assessment Test,"[0, 0, 1, 0, 1]"
4206,6,{}
4206,5,{}
4206,5,{}
4206,7,{}
4206,2,{}
4206,AT18,"{1: 1, 4: 2}"
4206,AT15,{0: 2}
4206,AT13,"{1: 1, 3: 1}"
4206,Final Exam,"[2, 1, 1, 1, 2]"
4207,Prior Assessment Test,"[0, 0, 0, 0, 1]"
4207,AT20,"{2: 1, 3: 1}"
4207,9,{}
4207,2,{}
4207,AT14,{3: 2}
4207,8,{}
4207,AT18,"{1: 2, 4: 1}"
4207,AT15,{0: 2}
4207,AT18,"{1: 2, 4: 2}"
4207,Final Exam,"[2, 2, 2, 2, 2]"
4208,Prior Assessment Test,"[0, 0, 1, 1, 0]"
4208,9,{}
4208,AT18,"{1: 0, 4: 0}"
4208,AT14,{3: 1}
4208,AT12,{4: 0}
4208,5,{}
4208,9,{}
4208,AT16,{1: 2}
4208,AT17,{0: 2}
4208,Final Exam,"[2, 2, 2, 2, 0]"
4209,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4209,AT13,"{1: 1, 3: 1}"
4209,AT13,"{1: 2, 3: 2}"
4209,10,{}
4209,5,{}
4209,6,{}
4209,2,{}
4209,AT17,{0: 1}
4209,AT20,"{2: 2, 3: 2}"
4209,Final Exam,"[1, 2, 2, 2, 0]"
4210,Prior Assessment Test,"[1, 0, 0, 0, 0]"
4210,1,{}
4210,8,{}
4210,8,{}
4210,3,{}
4210,AT13,"{1: 1, 3: 2}"
4210,10,{}
4210,9,{}
4210,AT20,"{2: 2, 3: 2}"
4210,Final Exam,"[1, 1, 2, 2, 0]"
4211,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4211,9,{}
4211,3,{}
4211,3,{}
4211,5,{}
4211,8,{}
4211,AT20,"{2: 2, 3: 2}"
4211,AT18,"{1: 2, 4: 2}"
4211,AT17,{0: 1}
4211,Final Exam,"[1, 2, 2, 2, 2]"
4212,Prior Assessment Test,"[0, 1, 0, 0, 0]"
4212,AT13,"{1: 2, 3: 1}"
4212,AT20,"{2: 0, 3: 1}"
4212,2,{}
4212,AT12,{4: 0}
4212,AT15,{0: 1}
4212,AT17,{0: 2}
4212,AT20,"{2: 2, 3: 2}"
4212,AT12,{4: 1}
4212,Final Exam,"[2, 2, 2, 2, 1]"
4213,Prior Assessment Test,"[0, 0, 0, 0, 0]"
4213,7,{}
4213,8,{}
4213,AT13,"{1: 0, 3: 2}"
4213,AT18,"{1: 1, 4: 1}"
4213,10,{}
4213,7,{}
4213,9,{}
4213,9,{}
4213,Final Exam,"[2, 2, 2, 2, 1]"
4214,Prior Assessment Test,"[0, 0, 0, 1, 0]"
4214,AT20,"{2: 1, 3: 1}"
4214,AT13,"{1: 0, 3: 1}"
4214,AT19,{3: 2}
4214,AT12,{4: 2}
4214,2,{}
4214,9,{}
4214,10,{}
4214,AT20,"{2: 2, 3: 2}"
4214,Final Exam,"[2, 2, 2, 2, 2]"
4215,Prior Assessment Test,"[0, 0, 0, 0, 1]"
4215,5,{}
4215,AT13,"{1: 1, 3: 1}"
4215,9,{}
